accession,genus,organism,length,gc,n_frac,verdict,reason
NZ_CP028795.2,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,reject,F6_dup_sequence
NZ_CP028540.3,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP028539.3,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP027066.3,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP027065.3,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
CP080664.1,Klebsiella,Klebsiella pneumoniae,13141,0.5379,0.000000,keep,
CP080663.1,Klebsiella,Klebsiella pneumoniae,55692,0.4975,0.000000,keep,
CP080662.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,keep,
CP080758.1,Klebsiella,Klebsiella pneumoniae,3662,0.4304,0.000000,keep,
CP080757.1,Klebsiella,Klebsiella pneumoniae,8643,0.5683,0.000000,keep,
CP080756.1,Klebsiella,Klebsiella pneumoniae,11307,0.5436,0.000000,keep,
CP080755.1,Klebsiella,Klebsiella pneumoniae,21188,0.5413,0.000000,keep,
CP080754.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,keep,
CP080753.1,Klebsiella,Klebsiella pneumoniae,71619,0.5310,0.000000,keep,
CP080752.1,Klebsiella,Klebsiella pneumoniae,202702,0.5285,0.000000,keep,
CP080733.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080732.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080731.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,keep,
CP080715.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080714.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080713.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080729.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080728.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080727.1,Klebsiella,Klebsiella pneumoniae,206657,0.5292,0.000000,keep,
CP080721.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080720.1,Klebsiella,Klebsiella pneumoniae,36890,0.5453,0.000000,keep,
CP080719.1,Klebsiella,Klebsiella pneumoniae,48457,0.4849,0.000000,keep,
CP080718.1,Klebsiella,Klebsiella pneumoniae,51371,0.5215,0.000000,keep,
CP080717.1,Klebsiella,Klebsiella pneumoniae,206152,0.5293,0.000000,keep,
CP080725.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080724.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080723.1,Klebsiella,Klebsiella pneumoniae,206657,0.5292,0.000000,keep,
CP080701.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080700.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080699.1,Klebsiella,Klebsiella pneumoniae,109092,0.5379,0.000000,keep,
CP080698.1,Klebsiella,Klebsiella pneumoniae,206152,0.5294,0.000000,keep,
CP080744.1,Klebsiella,Klebsiella pneumoniae,3182,0.5091,0.000000,keep,
CP080743.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080742.1,Klebsiella,Klebsiella pneumoniae,19216,0.4946,0.000000,keep,
CP080741.1,Klebsiella,Klebsiella pneumoniae,36890,0.5453,0.000000,keep,
CP080740.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080739.1,Klebsiella,Klebsiella pneumoniae,206152,0.5294,0.000000,keep,
CP080750.1,Klebsiella,Klebsiella pneumoniae,8219,0.5324,0.000000,keep,
CP080749.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080748.1,Klebsiella,Klebsiella pneumoniae,33754,0.5510,0.000000,keep,
CP080747.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080746.1,Klebsiella,Klebsiella pneumoniae,206152,0.5293,0.000000,keep,
CP080692.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080691.1,Klebsiella,Klebsiella pneumoniae,43392,0.4684,0.000000,keep,
CP080690.1,Klebsiella,Klebsiella pneumoniae,109091,0.5378,0.000000,keep,
CP080689.1,Klebsiella,Klebsiella pneumoniae,206152,0.5293,0.000000,keep,
CP080711.1,Klebsiella,Klebsiella pneumoniae,6136,0.5750,0.000000,keep,
CP080710.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080709.1,Klebsiella,Klebsiella pneumoniae,54492,0.4967,0.000000,keep,
CP080708.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080696.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080695.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080694.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080737.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080736.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080735.1,Klebsiella,Klebsiella pneumoniae,206108,0.5293,0.000000,keep,
CP080656.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080655.1,Klebsiella,Klebsiella pneumoniae,43380,0.4683,0.000000,keep,
CP080654.1,Klebsiella,Klebsiella pneumoniae,113641,0.5393,0.000000,keep,
CP080653.1,Klebsiella,Klebsiella pneumoniae,202763,0.5286,0.000000,keep,
CP080683.1,Klebsiella,Klebsiella pneumoniae,11307,0.5436,0.000000,keep,
CP080682.1,Klebsiella,Klebsiella pneumoniae,17336,0.5040,0.000000,keep,
CP080681.1,Klebsiella,Klebsiella pneumoniae,36890,0.5453,0.000000,keep,
CP080680.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080679.1,Klebsiella,Klebsiella pneumoniae,206658,0.5292,0.000000,keep,
CP080706.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080705.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080704.1,Klebsiella,Klebsiella pneumoniae,119972,0.5180,0.000000,keep,
CP080703.1,Klebsiella,Klebsiella pneumoniae,149365,0.5393,0.000000,keep,
CP080677.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,reject,F6_dup_sequence
CP080676.1,Klebsiella,Klebsiella pneumoniae,55692,0.4975,0.000000,keep,
CP080675.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080660.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080659.1,Klebsiella,Klebsiella pneumoniae,55692,0.4975,0.000000,reject,F6_dup_sequence
CP080658.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080687.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080686.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,keep,
CP080685.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080669.1,Klebsiella,Klebsiella pneumoniae,13841,0.5368,0.000000,keep,
CP080668.1,Klebsiella,Klebsiella pneumoniae,53292,0.4959,0.000000,reject,F6_dup_sequence
CP080667.1,Klebsiella,Klebsiella pneumoniae,123359,0.5197,0.000000,keep,
CP080666.1,Klebsiella,Klebsiella pneumoniae,144818,0.5382,0.000000,keep,
CP080673.1,Klebsiella,Klebsiella pneumoniae,13021,0.5376,0.000000,keep,
CP080672.1,Klebsiella,Klebsiella pneumoniae,55692,0.4975,0.000000,reject,F6_dup_sequence
CP080671.1,Klebsiella,Klebsiella pneumoniae,206151,0.5293,0.000000,reject,F6_dup_sequence
CP080634.1,Shewanella,Shewanella putrefaciens,43377,0.4440,0.000000,keep,
NZ_CP080583.1,Weissella,Weissella confusa,25850,0.3679,0.000000,keep,
NZ_CP080570.1,Apilactobacillus,Apilactobacillus kunkeei,8433,0.3049,0.000000,keep,
NZ_CP080559.1,Staphylococcus,Staphylococcus aureus,3125,0.2874,0.000000,keep,
NZ_CP080558.1,Staphylococcus,Staphylococcus aureus,19845,0.2900,0.000000,keep,
NZ_CP080557.1,Staphylococcus,Staphylococcus aureus,42253,0.2872,0.000000,keep,
NZ_CP080561.1,Staphylococcus,Staphylococcus aureus,25109,0.2892,0.000000,keep,
NZ_CP080549.1,Staphylococcus,Staphylococcus aureus,24653,0.2870,0.000000,keep,
NZ_CP072187.1,Riemerella,Riemerella anatipestifer,104567,0.3487,0.000000,keep,
NZ_CP080567.1,Staphylococcus,Staphylococcus aureus,24653,0.2870,0.000000,reject,F2_not_complete
NZ_CP080563.1,Staphylococcus,Staphylococcus aureus,25109,0.2892,0.000000,keep,
NZ_CP080555.1,Staphylococcus,Staphylococcus aureus,6118,0.2870,0.000000,keep,
NZ_CP080554.1,Staphylococcus,Staphylococcus aureus,23058,0.3035,0.000000,keep,
NZ_CP072189.1,Riemerella,Riemerella anatipestifer,3962,0.2691,0.000000,keep,
NZ_CP080565.1,Staphylococcus,Staphylococcus aureus,3332,0.2953,0.000000,keep,
NZ_CP072192.1,Riemerella,Riemerella anatipestifer,20009,0.3361,0.000000,keep,
NZ_CP072191.1,Riemerella,Riemerella anatipestifer,3963,0.2692,0.000000,keep,
NZ_CP071095.1,Fusobacterium,Fusobacterium polymorphum,11001,0.2666,0.000000,keep,
NZ_CP068282.1,Escherichia,Escherichia coli,67545,0.5167,0.000000,keep,
NZ_CP068284.1,Escherichia,Escherichia coli,67408,0.5166,0.000000,keep,
NZ_CP068280.1,Escherichia,Escherichia coli,67545,0.5167,0.000000,keep,
NZ_CP054582.1,Escherichia,Escherichia coli,94308,0.5197,0.000000,keep,
NZ_OU015349.1,Enterococcus,Enterococcus faecium,10069,0.3311,0.000000,keep,
NZ_OU015348.1,Enterococcus,Enterococcus faecium,37193,0.3505,0.000000,keep,
NZ_OU015347.1,Enterococcus,Enterococcus faecium,63427,0.3562,0.000000,keep,
NZ_OU015346.1,Enterococcus,Enterococcus faecium,156565,0.3485,0.000000,keep,
NZ_CP059842.2,Escherichia,Escherichia coli,5218,0.4937,0.000000,keep,
NZ_CP080522.1,Pseudonocardia,Pseudonocardia sp.,196782,0.6946,0.000000,keep,
NZ_CP076858.1,Mycobacterium,Mycobacterium avium,15936,0.6551,0.000000,keep,
NZ_CP076857.1,Mycobacterium,Mycobacterium avium,396301,0.6502,0.000000,keep,
NZ_CP080517.1,Salmonella,Salmonella enterica,3383,0.5513,0.000000,keep,
NZ_CP080516.1,Salmonella,Salmonella enterica,3228,0.4777,0.000000,keep,
NZ_CP080515.1,Salmonella,Salmonella enterica,129660,0.5146,0.000000,keep,
NZ_CP080514.1,Salmonella,Salmonella enterica,352141,0.4823,0.000000,keep,
NZ_CP080541.1,Citrobacter,Citrobacter braakii,178134,0.5252,0.000000,keep,
NZ_CP080540.1,Citrobacter,Citrobacter braakii,348495,0.4793,0.000000,keep,
NZ_OU015354.1,Enterococcus,Enterococcus faecium,10069,0.3311,0.000000,reject,F6_dup_sequence
NZ_OU015353.1,Enterococcus,Enterococcus faecium,37193,0.3505,0.000000,reject,F6_dup_sequence
NZ_OU015352.1,Enterococcus,Enterococcus faecium,65209,0.3565,0.000000,keep,
NZ_OU015351.1,Enterococcus,Enterococcus faecium,156551,0.3485,0.000000,keep,
NZ_CP074072.1,Borreliella,Borreliella burgdorferi,24387,0.2227,0.000000,keep,
NZ_CP074071.1,Borreliella,Borreliella burgdorferi,30176,0.2915,0.000000,keep,
NZ_CP074070.1,Borreliella,Borreliella burgdorferi,29890,0.2911,0.000000,keep,
NZ_CP074069.1,Borreliella,Borreliella burgdorferi,30054,0.2913,0.000000,keep,
NZ_CP074068.1,Borreliella,Borreliella burgdorferi,30008,0.2938,0.000000,keep,
NZ_CP074067.1,Borreliella,Borreliella burgdorferi,18341,0.2766,0.000000,keep,
NZ_CP074066.1,Borreliella,Borreliella burgdorferi,30617,0.2909,0.000000,keep,
NZ_CP074065.1,Borreliella,Borreliella burgdorferi,30189,0.2920,0.000000,keep,
NZ_CP074064.1,Borreliella,Borreliella burgdorferi,27715,0.3183,0.000000,keep,
NZ_CP074063.1,Borreliella,Borreliella burgdorferi,15547,0.2322,0.000000,keep,
NZ_CP074062.1,Borreliella,Borreliella burgdorferi,29288,0.3177,0.000000,reject,F6_dup_sequence
NZ_CP074061.1,Borreliella,Borreliella burgdorferi,28165,0.2445,0.000000,keep,
NZ_CP074060.1,Borreliella,Borreliella burgdorferi,27653,0.2510,0.000000,keep,
NZ_CP074059.1,Borreliella,Borreliella burgdorferi,24206,0.2321,0.000000,keep,
NZ_CP074058.1,Borreliella,Borreliella burgdorferi,38930,0.2603,0.000000,keep,
NZ_CP074057.1,Borreliella,Borreliella burgdorferi,30208,0.2552,0.000000,keep,
NZ_CP074056.1,Borreliella,Borreliella burgdorferi,53758,0.2812,0.000000,keep,
NZ_CP074055.1,Borreliella,Borreliella burgdorferi,26512,0.2623,0.000000,keep,
NZ_CP080477.1,Enterobacter,Enterobacter hormaechei,2020,0.4257,0.000000,keep,
NZ_CP080476.1,Enterobacter,Enterobacter hormaechei,2495,0.5146,0.000000,reject,F6_dup_sequence
NZ_CP080475.1,Enterobacter,Enterobacter hormaechei,4935,0.5497,0.000000,keep,
NZ_CP080474.1,Enterobacter,Enterobacter hormaechei,37406,0.3427,0.000000,keep,
NZ_CP080473.1,Enterobacter,Enterobacter hormaechei,53378,0.4918,0.000000,keep,
NZ_CP080472.1,Enterobacter,Enterobacter hormaechei,64293,0.5157,0.000000,keep,
NZ_CP080471.1,Enterobacter,Enterobacter hormaechei,272385,0.4643,0.000000,keep,
NZ_MZ098222.1,Edwardsiella,Edwardsiella piscicida,2665,0.5088,0.000000,keep,
NZ_MZ098224.1,Edwardsiella,Edwardsiella piscicida,3782,0.4090,0.000000,keep,
NZ_MT569433.1,Citrobacter,Citrobacter werkmanii,7930,0.5864,0.000000,keep,
NZ_MZ098227.1,Edwardsiella,Edwardsiella piscicida,3348,0.4946,0.000000,keep,
NZ_CP080456.1,Acinetobacter,Acinetobacter baumannii,8731,0.3437,0.000000,keep,
NZ_CP080455.1,Acinetobacter,Acinetobacter baumannii,6772,0.3616,0.000000,keep,
NZ_CP080454.1,Acinetobacter,Acinetobacter baumannii,2725,0.3780,0.000000,keep,
NZ_CP080453.1,Acinetobacter,Acinetobacter baumannii,2178,0.3903,0.000000,keep,
NZ_CP080464.1,Vibrio,Vibrio cholerae,33998,0.5435,0.000000,keep,
NZ_CP074110.1,Enterococcus,Enterococcus faecium,165652,0.3582,0.000000,keep,
NZ_CP074106.1,Enterococcus,Enterococcus faecium,168353,0.3587,0.000000,keep,
NZ_CP074108.1,Enterococcus,Enterococcus faecium,165658,0.3583,0.000000,keep,
NZ_CP080335.1,Mycolicibacterium,Mycolicibacterium pallens,28250,0.6627,0.000000,keep,
NZ_CP080334.1,Mycolicibacterium,Mycolicibacterium pallens,29753,0.6430,0.000000,keep,
NZ_CP077802.1,Acinetobacter,Acinetobacter baumannii,145711,0.3779,0.000000,keep,
AP024827.1,Comamonas,Comamonas testosteroni,87186,0.6242,0.000000,keep,
NZ_CP075588.1,Candidatus,Candidatus Rhabdochlamydia,38901,0.3659,0.000000,keep,
NZ_CP059296.1,Klebsiella,Klebsiella pneumoniae,234967,0.5006,0.000000,keep,
NZ_CP067062.1,Klebsiella,Klebsiella pneumoniae,36708,0.6365,0.000000,keep,
NZ_CP067061.1,Klebsiella,Klebsiella pneumoniae,141639,0.5040,0.000000,keep,
CP076091.1,Salmonella,Salmonella enterica,75019,0.4794,0.000000,keep,
CP076089.1,Salmonella,Salmonella enterica,99448,0.5272,0.000000,keep,
CP076087.1,Salmonella,Salmonella enterica,3609,0.4323,0.000000,keep,
CP074674.1,Salmonella,Salmonella enterica,95926,0.5313,0.000000,keep,
NZ_CP050950.1,Iamia,Iamia sp.,34219,0.7221,0.000000,keep,
NZ_CP050949.1,Iamia,Iamia sp.,77252,0.6974,0.000000,keep,
NZ_CP050190.1,Aeromonas,Aeromonas salmonicida,12464,0.5061,0.000000,keep,
NZ_CP050189.1,Aeromonas,Aeromonas salmonicida,33232,0.5383,0.000000,keep,
NZ_CP050188.1,Aeromonas,Aeromonas salmonicida,252699,0.5200,0.000000,keep,
NZ_CP040839.1,Klebsiella,Klebsiella pneumoniae,3138,0.5226,0.000000,keep,
NZ_CP040838.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP040837.1,Klebsiella,Klebsiella pneumoniae,6135,0.5754,0.000000,keep,
NZ_CP040836.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP040835.1,Klebsiella,Klebsiella pneumoniae,167468,0.5370,0.000000,keep,
NZ_CP040834.1,Klebsiella,Klebsiella pneumoniae,284671,0.4749,0.000000,keep,
NZ_CP078128.1,Klebsiella,Klebsiella pneumoniae,5596,0.5113,0.000000,keep,
NZ_CP078127.1,Klebsiella,Klebsiella pneumoniae,11970,0.5559,0.000000,reject,F6_dup_sequence
NZ_CP078126.1,Klebsiella,Klebsiella pneumoniae,49863,0.5410,0.000000,keep,
NZ_CP078125.1,Klebsiella,Klebsiella pneumoniae,95399,0.5286,0.000000,keep,
NZ_CP078124.1,Klebsiella,Klebsiella pneumoniae,221577,0.5002,0.000000,keep,
NZ_CP078123.1,Klebsiella,Klebsiella pneumoniae,157394,0.5406,0.000000,keep,
NZ_CP049833.1,Aeromonas,Aeromonas salmonicida,67866,0.5520,0.000000,keep,
NZ_CP049832.1,Aeromonas,Aeromonas salmonicida,70939,0.5290,0.000000,keep,
NZ_CP049831.1,Aeromonas,Aeromonas salmonicida,286000,0.5258,0.000000,keep,
NZ_CP049856.1,Escherichia,Escherichia coli,2113,0.4714,0.000000,keep,
NZ_CP049855.1,Escherichia,Escherichia coli,4072,0.5147,0.000000,keep,
NZ_CP049854.1,Escherichia,Escherichia coli,5631,0.4724,0.000000,keep,
NZ_CP049853.1,Escherichia,Escherichia coli,102591,0.5290,0.000000,keep,
CP061478.1,Aeromonas,Aeromonas media,100709,0.5607,0.000000,keep,
CP059370.1,Campylobacter,Campylobacter coli,176181,0.2654,0.000000,reject,F2_not_complete
CP059367.1,Campylobacter,Campylobacter coli,52384,0.2841,0.000000,reject,F2_not_complete
CP059363.1,Campylobacter,Campylobacter jejuni,44736,0.2920,0.000000,keep,
CP059361.1,Campylobacter,Campylobacter coli,36537,0.2980,0.000000,reject,F2_not_complete
CP076094.1,Salmonella,Salmonella enterica,100589,0.5227,0.000000,keep,
NZ_CP080374.1,Escherichia,Escherichia coli,2088,0.4727,0.000000,keep,
NZ_CP080373.1,Escherichia,Escherichia coli,95348,0.4762,0.000000,keep,
NZ_CP080372.1,Escherichia,Escherichia coli,97614,0.5114,0.000000,keep,
NZ_CP080371.1,Escherichia,Escherichia coli,100261,0.5253,0.000000,keep,
NZ_CP080361.1,Klebsiella,Klebsiella pneumoniae,38157,0.4515,0.000000,keep,
NZ_CP080360.1,Klebsiella,Klebsiella pneumoniae,63589,0.5122,0.000000,keep,
NZ_CP080359.1,Klebsiella,Klebsiella pneumoniae,136344,0.5249,0.000000,keep,
NZ_CP080358.1,Klebsiella,Klebsiella pneumoniae,111238,0.4896,0.000000,keep,
NZ_CP080357.1,Klebsiella,Klebsiella pneumoniae,4627,0.4945,0.000000,keep,
NZ_CP080356.1,Klebsiella,Klebsiella pneumoniae,5207,0.4976,0.000000,keep,
NZ_CP080355.1,Klebsiella,Klebsiella pneumoniae,5234,0.5067,0.000000,keep,
NZ_CP080354.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP076531.1,Escherichia,Escherichia coli,34206,0.4858,0.000000,keep,
NZ_CP076530.1,Escherichia,Escherichia coli,51480,0.4637,0.000000,reject,F6_dup_sequence
NZ_CP076529.1,Escherichia,Escherichia coli,67321,0.4964,0.000000,keep,
NZ_CP076528.1,Escherichia,Escherichia coli,82856,0.4748,0.000000,keep,
NZ_CP080352.1,Klebsiella,Klebsiella pneumoniae,288525,0.4684,0.000000,keep,
NZ_CP080351.1,Klebsiella,Klebsiella pneumoniae,193800,0.5148,0.000000,keep,
NZ_CP080350.1,Klebsiella,Klebsiella pneumoniae,51884,0.5335,0.000000,keep,
NZ_CP080349.1,Klebsiella,Klebsiella pneumoniae,4822,0.4417,0.000000,keep,
NZ_CP080348.1,Klebsiella,Klebsiella pneumoniae,2736,0.3129,0.000000,keep,
NZ_CP080347.1,Klebsiella,Klebsiella pneumoniae,3585,0.4686,0.000000,keep,
NZ_CP080308.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP080307.1,Klebsiella,Klebsiella pneumoniae,31808,0.4133,0.000000,keep,
NZ_CP080306.1,Klebsiella,Klebsiella pneumoniae,92645,0.5448,0.000000,keep,
NZ_CP080305.1,Klebsiella,Klebsiella pneumoniae,128928,0.5337,0.000000,keep,
NZ_CP080304.1,Klebsiella,Klebsiella pneumoniae,186446,0.4966,0.000000,keep,
NZ_CP080302.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP080301.1,Klebsiella,Klebsiella pneumoniae,11970,0.5559,0.000000,reject,F6_dup_sequence
NZ_CP080300.1,Klebsiella,Klebsiella pneumoniae,80673,0.5432,0.000000,keep,
NZ_CP080299.1,Klebsiella,Klebsiella pneumoniae,128928,0.5337,0.000000,reject,F6_dup_sequence
NZ_CP080298.1,Klebsiella,Klebsiella pneumoniae,197407,0.5005,0.000000,keep,
NZ_CP049844.1,Escherichia,Escherichia coli,88163,0.4979,0.003709,reject,F4_ambiguous_bases
NZ_CP049843.1,Escherichia,Escherichia coli,1822,0.4440,0.000000,keep,
NZ_CP049842.1,Escherichia,Escherichia coli,2113,0.4714,0.000000,reject,F6_dup_sequence
NZ_CP049841.1,Escherichia,Escherichia coli,5630,0.4739,0.000000,keep,
NZ_CP049840.1,Escherichia,Escherichia coli,91528,0.5260,0.000000,keep,
NZ_CP080315.1,Klebsiella,Klebsiella pneumoniae,5596,0.5114,0.000000,keep,
NZ_CP080314.1,Klebsiella,Klebsiella pneumoniae,11970,0.5559,0.000000,reject,F6_dup_sequence
NZ_CP080313.1,Klebsiella,Klebsiella pneumoniae,31808,0.4133,0.000000,keep,
NZ_CP080312.1,Klebsiella,Klebsiella pneumoniae,80673,0.5432,0.000000,reject,F6_dup_sequence
NZ_CP080311.1,Klebsiella,Klebsiella pneumoniae,128928,0.5337,0.000000,reject,F6_dup_sequence
NZ_CP080310.1,Klebsiella,Klebsiella pneumoniae,188058,0.4968,0.000000,keep,
NZ_CP080368.1,Klebsiella,Klebsiella pneumoniae,4687,0.4391,0.000000,keep,
NZ_CP080367.1,Klebsiella,Klebsiella pneumoniae,51479,0.4637,0.000000,keep,
NZ_CP080366.1,Klebsiella,Klebsiella pneumoniae,85191,0.5403,0.000000,keep,
NZ_CP080365.1,Klebsiella,Klebsiella pneumoniae,95539,0.4955,0.000000,keep,
NZ_CP080364.1,Klebsiella,Klebsiella pneumoniae,110643,0.4894,0.000000,keep,
NZ_CP080363.1,Klebsiella,Klebsiella pneumoniae,190150,0.5232,0.000000,keep,
NZ_CP071949.1,Pseudomonas,Pseudomonas aeruginosa,153270,0.5785,0.000000,keep,
NZ_CP071948.1,Pseudomonas,Pseudomonas aeruginosa,159998,0.5673,0.000000,keep,
NZ_CP060003.1,Xanthomonas,Xanthomonas citri,63921,0.6132,0.000000,keep,
NZ_CP059994.1,Xanthomonas,Xanthomonas citri,312426,0.5976,0.000000,keep,
NZ_CP059993.1,Xanthomonas,Xanthomonas citri,99130,0.6161,0.000000,keep,
NZ_CP060001.1,Xanthomonas,Xanthomonas citri,94653,0.6086,0.000000,keep,
NZ_CP060000.1,Xanthomonas,Xanthomonas citri,137420,0.6108,0.000000,keep,
CP077787.1,Xanthomonas,Xanthomonas perforans,46534,0.6210,0.000000,keep,
CP077786.1,Xanthomonas,Xanthomonas perforans,136572,0.6096,0.000000,keep,
NZ_CP080292.1,Paraclostridium,Paraclostridium sordellii,74500,0.2610,0.000000,keep,
NZ_CP080290.1,Pseudomonas,Pseudomonas aeruginosa,41938,0.5831,0.000000,keep,
NZ_CP051369.1,Salmonella,Salmonella enterica,136285,0.5147,0.000000,keep,
NZ_MW012677.1,Enterococcus,Enterococcus faecalis,53177,0.3496,0.000000,keep,
NZ_MW242344.1,Klebsiella,Klebsiella aerogenes,43367,0.4678,0.000000,reject,F6_dup_sequence
NZ_MN334220.1,Salmonella,Salmonella enterica,118115,0.5333,0.000000,keep,
NZ_MN334219.1,Salmonella,Salmonella enterica,108065,0.5208,0.000000,keep,
CP080284.1,Pseudomonas,Pseudomonas aeruginosa,50604,0.5952,0.000000,keep,
CP080283.1,Pseudomonas,Pseudomonas aeruginosa,71308,0.5959,0.000000,keep,
NZ_CP080125.1,Escherichia,Escherichia coli,2871,0.4789,0.000000,keep,
NZ_CP080124.1,Escherichia,Escherichia coli,105596,0.5191,0.000000,keep,
NZ_CP080123.1,Escherichia,Escherichia coli,139269,0.4849,0.000000,keep,
NZ_CP080122.1,Escherichia,Escherichia coli,267091,0.4601,0.000000,keep,
NZ_CP080154.1,Escherichia,Escherichia coli,1527,0.5023,0.000000,keep,
NZ_CP080153.1,Escherichia,Escherichia coli,3852,0.5161,0.000000,keep,
NZ_CP080152.1,Escherichia,Escherichia coli,8909,0.4684,0.000000,keep,
NZ_CP080151.1,Escherichia,Escherichia coli,100987,0.5049,0.000000,keep,
NZ_CP080150.1,Escherichia,Escherichia coli,107696,0.4958,0.000000,keep,
NZ_CP080149.1,Escherichia,Escherichia coli,110377,0.4595,0.000000,keep,
NZ_CP080148.1,Escherichia,Escherichia coli,60979,0.4236,0.000000,keep,
NZ_CP080147.1,Escherichia,Escherichia coli,12396,0.5583,0.000000,keep,
NZ_CP080259.1,Escherichia,Escherichia coli,66696,0.4991,0.000000,keep,
NZ_CP080258.1,Escherichia,Escherichia coli,98807,0.5046,0.000000,keep,
NZ_CP080257.1,Escherichia,Escherichia coli,113446,0.4617,0.000000,keep,
NZ_CP080256.1,Escherichia,Escherichia coli,153055,0.5092,0.000000,keep,
NZ_CP080162.1,Escherichia,Escherichia coli,2096,0.5553,0.000000,keep,
NZ_CP080161.1,Escherichia,Escherichia coli,2313,0.4125,0.000000,keep,
NZ_CP080160.1,Escherichia,Escherichia coli,4234,0.5529,0.000000,keep,
NZ_CP080159.1,Escherichia,Escherichia coli,8910,0.4706,0.000000,keep,
NZ_CP080158.1,Escherichia,Escherichia coli,145740,0.5099,0.000000,keep,
NZ_CP080157.1,Escherichia,Escherichia coli,180318,0.4994,0.000000,keep,
NZ_CP080156.1,Escherichia,Escherichia coli,119081,0.5262,0.000000,keep,
NZ_CP080132.1,Escherichia,Escherichia coli,1552,0.5187,0.000000,reject,F6_dup_sequence
